"","form_id","X2_Team_Member_1","X3_Team_Member_2","X4_Team_Member_3","X5_Team_Member_4","X9_Date_of_survey","HabitatBranch","X7_Cell_ID","X8_Transect_ID","Segment_ID","New_segment","Time","Lat_segment","Long_segment","accuracy_21_Location","X23_Weather_Condition","X25_Landcover_100m","X26_Terrain","X29_Short_Grass_less_","X30_Tall_Grass_less_t","X31_Shrub_less_than_2","X32_Tree_more_than_2m","X33_Agriculture","X34_3_Dominant_Plants","X35_Name_of_species_i","X38_Spinytailed_Lizar","Human","Livestock","Machinery","Dog","No_active_disturbance","Farm_hut","Powerline","Settlement","Water_source","Fence","Industrial_uses","Road","No_infrastructure","Soil","Sand","Gravel","Rocky","Flat","Sloping","Undulating","Scrubland","Grassland","Woodland","Fallow","Agriculture","Agriculture_active","Agriculture_inactive","X65_Point_Count_List_"
"11","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"db663efa-e753-42d4-9381-1ccd348579d8","BK101","A",3,3,08:12:51,28.240627,72.636196,4,"Sunny","Barren/Fallow, Agriculture","Sloping","0","0","1-10","1-10","0","Phog/ Calligonum polygonoides, Burhia Rattlepod/ ChughCrotalaria burhia, Sewan/ Lasiurus sindicus","","Absent",1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,"All Birds recorded"
"12","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"b41339b1-323f-4482-97d7-3c35c729cd46","BK101","A",4,4,08:28:45,28.244531,72.620598,4,"Sunny","Scrubland","Sloping","1-10","1-10","40-60","0","0","Bhui/ Aerva pseudotomentosa, Sewan/ Lasiurus sindicus, Burhia Rattlepod/ ChughCrotalaria burhia","","Absent",1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,"All Birds recorded"
"13","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"4644207c-73fa-4609-9afa-42a0363e0dc9","BK101","A",5,5,08:47:54,28.260049,72.614365,4,"Sunny","Scrubland","Undulating","1-10","0","10-20","0","0","Bhui/ Aerva pseudotomentosa, Kheemp/ Leptadenia pyrotechnica, Phog/ Calligonum polygonoides","","Absent",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,"All Birds recorded"
"14","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"c2358b22-5370-4096-93f6-f3fee2199f1e","BK101","A",6,6,09:05:13,28.271959,72.619938,4,"Sunny","Agriculture","Flat","0","0","20-40","1-10","10-20","crownflower/  giant milkweed/ AakCalotrpis procera, Kheemp/ Leptadenia pyrotechnica, Bordi/  Jhar Beri/ Ziziphus nummularia","","Absent",1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,"All Birds recorded"
"15","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"86bdd990-3e77-47de-8664-86a5662b4532","BK101","A",7,7,09:25:53,28.271899,72.639467,4,"Sunny","Agriculture","Flat","1-10","0","10-20","0","10-20","Phog/ Calligonum polygonoides, Kheemp/ Leptadenia pyrotechnica, Bhui/ Aerva pseudotomentosa","","Absent",1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,"All Birds recorded"
"16","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"a19d8ac6-c8b4-4459-8737-1ac700132894","BK101","A",8,8,09:41:15,28.283112,72.637504,4,"Sunny","Woodland","Undulating","0","0","1-10","40-60","0","Kheemp/ Leptadenia pyrotechnica, Acacia tortilis / Babul (Dune plantation), Gum Arabic/ Babool/  keekarAcacia nilotica","","Absent",1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,"All Birds recorded"
"17","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"fa9fcd82-abcf-470d-a26b-e126cbeb1ddd","BK101","A",9,9,10:01:17,28.298749,72.645571,5,"Sunny","Woodland","Undulating","1-10","0","1-10","20-40","0","Kheemp/ Leptadenia pyrotechnica","","Absent",1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,"All Birds recorded"
"18","4bdcf5ec-61aa-458a-91e2-4be60e293aaa","Sherwin","Indranil","Yesh Sharma","",2021-02-22,"aec662d8-2d28-4775-9c04-f9ac90b1876a","BK104","A",1,1,07:32:00,28.0142,72.06404,NA,"Sunny","Agriculture, Scrubland, Grassland","Flat","1-10","0","1-10","10-20","0","crownflower/  giant milkweed/ AakCalotrpis procera, Khejri/ Prosopis cineraria, Kheemp/ Leptadenia pyrotechnica","","Absent",1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,"All Birds recorded"
"19","4bdcf5ec-61aa-458a-91e2-4be60e293aaa","Sherwin","Indranil","Yesh Sharma","",2021-02-22,"d8f016ae-f30f-4b1f-b07d-687d62fff752","BK104","A",2,2,07:52:00,28.02369,72.064108,NA,"Sunny","Woodland","Undulating","1-10","0","1-10","10-20","0","Khejri/ Prosopis cineraria, Gum Arabic/ Babool/  keekarAcacia nilotica, Indian bdellium-tree/  Mukul myrrh tree/ GuggalCommiphora wightii","","Absent",1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,"All Birds recorded"
"20","4bdcf5ec-61aa-458a-91e2-4be60e293aaa","Sherwin","Indranil","Yesh Sharma","",2021-02-22,"56235c9c-1f00-4dce-9ad8-941359d9511f","BK104","A",3,3,08:10:00,28033501,28033501,NA,"Sunny","Scrubland","Undulating","1-10","0","10-20","1-10","0","Phog/ Calligonum polygonoides, Lana/ Haloxylon salicornicum, Bhui/ Aerva pseudotomentosa","","Absent",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,"All Birds recorded"
"21","4bdcf5ec-61aa-458a-91e2-4be60e293aaa","Sherwin","Indranil","Yesh Sharma","",2021-02-22,"d74f7563-0ac5-42ba-b7e5-dfbcc1c77394","BK104","A",4,4,08:34:00,28.042583,72.063535,NA,"Sunny","Agriculture, Scrubland","Undulating","1-10","0","1-10","0","0","Phog/ Calligonum polygonoides, Burhia Rattlepod/ ChughCrotalaria burhia, Lana/ Haloxylon salicornicum","","Absent",1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,"All Birds recorded"
"22","4bdcf5ec-61aa-458a-91e2-4be60e293aaa","Sherwin","Indranil","Yesh Sharma","",2021-02-22,"ed79eeb6-7748-4b6e-9b24-76fdcbbe79b2","BK104","A",5,5,08:59:00,28.051817,72.060354,NA,"Sunny","Agriculture, Scrubland","Undulating","1-10","0","1-10","1-10","0","Phog/ Calligonum polygonoides, Kheemp/ Leptadenia pyrotechnica, Burhia Rattlepod/ ChughCrotalaria burhia","","Absent",1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,"All Birds recorded"
"23","4bdcf5ec-61aa-458a-91e2-4be60e293aaa","Sherwin","Indranil","Yesh Sharma","",2021-02-22,"fae99b2f-6c72-4435-84a9-06aea7df30be","BK104","A",6,6,09:15:00,28.054576,72.051623,NA,"Sunny","Scrubland","Undulating","1-10","0","10-20","1-10","0","Son Mukhi/ Cassia angustifolia, Lana/ Haloxylon salicornicum, Burhia Rattlepod/ ChughCrotalaria burhia","","Absent",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,"All Birds recorded"
"24","4bdcf5ec-61aa-458a-91e2-4be60e293aaa","Sherwin","Indranil","Yesh Sharma","",2021-02-22,"c1a7e346-417a-459e-b735-8b972a3a5c48","BK104","A",7,7,09:43:00,28.055935,72.042883,NA,"Cloudy","Grassland, Scrubland","Undulating","10-20","0","10-20","1-10","0","Phog/ Calligonum polygonoides, Lana/ Haloxylon salicornicum, Burhia Rattlepod/ ChughCrotalaria burhia","","Absent",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,"All Birds recorded"
"25","4bdcf5ec-61aa-458a-91e2-4be60e293aaa","Sherwin","Indranil","Yesh Sharma","",2021-02-22,"89a686f0-89bc-410a-baff-b65256b712fd","BK104","A",8,8,10:01:00,28.051721,72.032721,NA,"Cloudy","Scrubland","Undulating","1-10","0","1-10","1-10","0","Phog/ Calligonum polygonoides, Lana/ Haloxylon salicornicum, Burhia Rattlepod/ ChughCrotalaria burhia","","Absent",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,"All Birds recorded"
"26","4bdcf5ec-61aa-458a-91e2-4be60e293aaa","Sherwin","Indranil","Yesh Sharma","",2021-02-22,"ce11f9df-d16e-410a-b580-78feb275165d","BK104","A",9,9,10:14:00,28.042006,72.030536,NA,"Cloudy","Scrubland","Undulating","1-10","0","10-20","1-10","0","Phog/ Calligonum polygonoides, Bhui/ Aerva pseudotomentosa, Kheemp/ Leptadenia pyrotechnica","","Absent",1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,"All Birds recorded"
"27","3bd42bc5-2c88-4367-ae33-81b3bba2eadd","Vikas","Siddharth","Karuna","",2021-02-22,"dd767e56-fd97-4343-879e-eecc04b099ed","BK107","A",1,1,09:00:00,28.25849,73.94853,NA,"Sunny","Grassland","Undulating","20-40","0","10-20","1-10","0","Sandbur/  Burgrass/ BhuratCenchrus biflorus, Kheemp/ Leptadenia pyrotechnica, crownflower/  giant milkweed/ AakCalotrpis procera","","Absent",1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,"All Birds recorded"
"28","3bd42bc5-2c88-4367-ae33-81b3bba2eadd","Vikas","Siddharth","Karuna","",2021-02-22,"3a571297-7b95-48fa-908d-04e9d9603f33","BK107","A",2,2,09:34:00,28.27432,73.95732,NA,"Sunny","Agriculture","Undulating","1-10","0","10-20","1-10","40-60","Phog/ Calligonum polygonoides, Isab gol / Plantago ovata, Wheat / Triticum aestivum","","Absent",1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,"All Birds recorded"
"29","3bd42bc5-2c88-4367-ae33-81b3bba2eadd","Vikas","Siddharth","Karuna","",2021-02-22,"bac69e14-1ba1-491f-a0c5-c52058ec3503","BK107","A",3,3,09:55:00,28.29887,73.9632,NA,"Sunny","Agriculture, Scrubland","Flat","1-10","0","10-20","1-10","1-10","Kheemp/ Leptadenia pyrotechnica, Khejri/ Prosopis cineraria, Isab gol / Plantago ovata","","Absent",1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,"All Birds recorded"
"30","3bd42bc5-2c88-4367-ae33-81b3bba2eadd","Vikas","Siddharth","Karuna","",2021-02-22,"16fae75f-0064-4907-8b14-065a425aae72","BK107","A",4,4,10:30:00,28.30475,73.96882,NA,"Sunny","Agriculture","Undulating","1-10","0","1-10","1-10","60-100","Phog/ Calligonum polygonoides, Khejri/ Prosopis cineraria, Wheat / Triticum aestivum","","Absent",1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,"All Birds recorded"
"31","3bd42bc5-2c88-4367-ae33-81b3bba2eadd","Vikas","Siddharth","Karuna","",2021-02-22,"da1b658b-e526-4cea-8567-ede3cfc078f1","BK107","A",5,5,10:50:00,28.32146,73.97004,NA,"Sunny","Scrubland","Undulating","1-10","0","10-20","0","0","Burhia Rattlepod/ ChughCrotalaria burhia, Phog/ Calligonum polygonoides, Khejri/ Prosopis cineraria","","Absent",0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"All Birds recorded"
"32","3bd42bc5-2c88-4367-ae33-81b3bba2eadd","Vikas","Siddharth","Karuna","",2021-02-22,"4669edf5-ed68-41ec-8144-f5e0692e5f21","BK107","A",6,6,11:20:00,28.33755,73.96284,NA,"Sunny","Scrubland","Sloping","1-10","0","20-40","1-10","0","Phog/ Calligonum polygonoides, Gum Arabic/ Babool/  keekarAcacia nilotica, Kheemp/ Leptadenia pyrotechnica","","Absent",1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,"All Birds recorded"
"33","3bd42bc5-2c88-4367-ae33-81b3bba2eadd","Vikas","Siddharth","Karuna","",2021-02-22,"6fdb2443-d776-41cd-97f3-271bfffb88eb","BK107","A",7,7,11:50:00,28.34598,73.94561,NA,"Sunny","Scrubland","Undulating","1-10","0","20-40","1-10","0","Phog/ Calligonum polygonoides, Kheemp/ Leptadenia pyrotechnica, Burhia Rattlepod/ ChughCrotalaria burhia","","Absent",1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"All Birds recorded"
"34","3bd42bc5-2c88-4367-ae33-81b3bba2eadd","Vikas","Siddharth","Karuna","",2021-02-22,"99de6761-157e-49df-8b01-f354f46fe3bd","BK107","A",8,8,12:10:00,28.33697,73.92994,NA,"Sunny","Barren/Fallow, Scrubland, Woodland","Flat","1-10","0","10-20","1-10","0","Khejri/ Prosopis cineraria, Phog/ Calligonum polygonoides, Kheemp/ Leptadenia pyrotechnica","","Absent",0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,"All Birds recorded"
"35","b9e286ca-ef3b-4fa6-997e-de9dca548224","Vikas","Abdul","","",2021-02-19,"67c175f6-1dac-4017-bcdf-a0f4ebc8c158","BK111","A",1,1,16:01:00,28.37673,73.44695,NA,"Sunny","Grassland, Scrubland","Undulating","20-40","0","10-20","1-10","0","Sandbur/  Burgrass/ BhuratCenchrus biflorus, Kheemp/ Leptadenia pyrotechnica, Khejri/ Prosopis cineraria","","Absent",0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,"All Birds recorded"
"36","b9e286ca-ef3b-4fa6-997e-de9dca548224","Vikas","Abdul","","",2021-02-19,"e226e5b4-58a7-49b5-adee-b91572e410fd","BK111","A",2,2,16:01:00,28.39198,73.45681,NA,"Sunny","Woodland","Undulating","1-10","0","1-10","1-10","0","Khejri/ Prosopis cineraria, Bhui/ Aerva pseudotomentosa, Kheemp/ Leptadenia pyrotechnica","","Absent",0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,"All Birds recorded"
"37","b9e286ca-ef3b-4fa6-997e-de9dca548224","Vikas","Abdul","","",2021-02-19,"635e6662-bfc4-4b2a-9208-1fee62150687","BK111","A",3,3,16:20:00,28.40505,73.47027,NA,"Sunny","Scrubland, Woodland","Undulating","1-10","0","20-40","1-10","0","Khejri/ Prosopis cineraria, Kheemp/ Leptadenia pyrotechnica, Bordi/  Jhar Beri/ Ziziphus nummularia","","Absent",1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,"All Birds recorded"
"38","b9e286ca-ef3b-4fa6-997e-de9dca548224","Vikas","Abdul","","",2021-02-19,"a21c508c-216d-4bad-a8e8-7330628e0c14","BK111","A",4,4,17:02:00,28.41033,73.49245,NA,"Sunny","Scrubland, Woodland","Flat","1-10","0","20-40","1-10","0","Kheemp/ Leptadenia pyrotechnica, Khejri/ Prosopis cineraria, Prosopis juliflora","","Absent",1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,"All Birds recorded"
"39","b9e286ca-ef3b-4fa6-997e-de9dca548224","Vikas","Abdul","","",2021-02-19,"03ad3f19-9f64-4967-afbe-3ce76e9829d9","BK111","A",5,5,17:45:00,28.39568,73.50298,NA,"Sunny","Scrubland, Woodland","Flat","1-10","0","10-20","1-10","0","Kheemp/ Leptadenia pyrotechnica, Khejri/ Prosopis cineraria, Ker/ Capparis decidua","","Absent",1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,"All Birds recorded"
"40","b9e286ca-ef3b-4fa6-997e-de9dca548224","Vikas","Abdul","","",2021-02-19,"32194d56-5997-4180-a515-4c8bb28803c6","BK111","A",6,6,18:03:00,28.37767,73.50829,NA,"Sunny","Scrubland","Undulating","1-10","0","40-60","1-10","0","Son Mukhi/ Cassia angustifolia, Kheemp/ Leptadenia pyrotechnica, Bordi/  Jhar Beri/ Ziziphus nummularia","","Absent",1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"All Birds recorded"
"41","b9e286ca-ef3b-4fa6-997e-de9dca548224","Vikas","Abdul","","",2021-02-19,"f3e3187a-d0ba-4686-aa38-4ba7bfa210e0","BK111","A",7,7,18:23:00,28.36722,73.51653,NA,"Sunny","Scrubland","Flat","1-10","0","40-60","1-10","0","Ker/ Capparis decidua, Bordi/  Jhar Beri/ Ziziphus nummularia, Prosopis juliflora","","Absent",1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"All Birds recorded"
"42","030b2141-5b17-461c-adc8-f2c20b5256bc","Vikas","Siddrath","Shubham","",2021-02-21,"9e345051-2b36-4e8c-854a-a2cf86e0f2d7","BK113","A",1,1,07:55:00,28.19931,73.17406,NA,"Sunny","Agriculture","Flat","1-10","0","1-10","1-10","40-60","Mustard / Brassica nigra / Sarso, Chana / Bengal Gram / Cicer arietinum, Khejri/ Prosopis cineraria","","Absent",1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,"All Birds recorded"
"43","030b2141-5b17-461c-adc8-f2c20b5256bc","Vikas","Siddrath","Shubham","",2021-02-21,"b28e2811-4ca1-4721-9fff-91898e58dc5f","BK113","A",2,2,08:19:00,28.21388,73.1667,NA,"Sunny","Scrubland","Sloping","1-10","0","20-40","1-10","0","Kheemp/ Leptadenia pyrotechnica, Bordi/  Jhar Beri/ Ziziphus nummularia, Khejri/ Prosopis cineraria","","Absent",1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,"All Birds recorded"
"44","030b2141-5b17-461c-adc8-f2c20b5256bc","Vikas","Siddrath","Shubham","",2021-02-21,"d8ab9e32-f141-44e7-8340-e180fa2c1bd5","BK113","A",3,3,08:40:00,28.21574,73.14641,NA,"Sunny","Scrubland, Grassland","Undulating","10-20","1-10","20-40","1-10","0","Kheemp/ Leptadenia pyrotechnica, crownflower/  giant milkweed/ AakCalotrpis procera, Bordi/  Jhar Beri/ Ziziphus nummularia","","Absent",1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,"All Birds recorded"
"45","030b2141-5b17-461c-adc8-f2c20b5256bc","Vikas","Siddrath","Shubham","",2021-02-21,"14eb6c70-ae24-48b7-b1a9-202215faabc5","BK113","A",4,4,09:00:00,28.2296,73.14662,NA,"Sunny","Scrubland, Woodland","Undulating","1-10","1-10","20-40","1-10","0","Khejri/ Prosopis cineraria, Kheemp/ Leptadenia pyrotechnica, Sewan/ Lasiurus sindicus","","Absent",0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,"All Birds recorded"
"46","030b2141-5b17-461c-adc8-f2c20b5256bc","Vikas","Siddrath","Shubham","",2021-02-21,"41065b06-1931-49cd-aaf4-a8b6a836174b","BK113","A",5,5,09:20:00,28.24685,73.15145,NA,"Sunny","Scrubland","Undulating","1-10","1-10","20-40","1-10","0","Kheemp/ Leptadenia pyrotechnica, Gum Arabic/ Babool/  keekarAcacia nilotica, Sewan/ Lasiurus sindicus","","Absent",0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"All Birds recorded"
"47","030b2141-5b17-461c-adc8-f2c20b5256bc","Vikas","Siddrath","Shubham","",2021-02-21,"e68f1d58-3611-42f2-a90f-13e0f40f54d5","BK113","A",6,6,09:39:00,28.25937,73.16594,NA,"Sunny","Scrubland","Undulating","1-10","0","20-40","10-20","0","Gum Arabic/ Babool/  keekarAcacia nilotica, Kheemp/ Leptadenia pyrotechnica, Bhui/ Aerva pseudotomentosa","","Absent",1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"All Birds recorded"
"48","030b2141-5b17-461c-adc8-f2c20b5256bc","Vikas","Siddrath","Shubham","",2021-02-21,"970afec0-95b4-46c7-9eea-d399cea8f529","BK113","A",7,7,10:00:00,28.26964,73.19583,NA,"Sunny","Scrubland","Undulating","1-10","0","20-40","10-20","0","Kheemp/ Leptadenia pyrotechnica, Gum Arabic/ Babool/  keekarAcacia nilotica, Khejri/ Prosopis cineraria","","Absent",1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"All Birds recorded"
